event_date,event_type,Arrested ,Total Cases,location
1/1/2019,Riots,8,35,Abdalpur
1/1/2019,Violence against civilians,10,37,Singra
1/1/2019,Riots,12,57,Ishwardi
1/1/2019,Violence against civilians,10,37,Joynagar
1/1/2019,Riots,12,57,Kahaloo
1/1/2019,Violence against civilians,10,37,Baghaichhari
1/1/2019,Riots,12,57,Harinakunda
1/1/2019,Riots,6,15,Jhenaidah
1/1/2019,Riots,6,15,Sarishabari
1/1/2019,Violence against civilians,10,37,Pirojpur
1/1/2019,Violence against civilians,10,37,Barisal
1/1/2019,Violence against civilians,10,37,Fatullah
1/1/2019,Explosions/Remote violence,10,37,Fatullah
1/1/2019,Riots,6,15,Lakshmipur
1/1/2019,Riots,12,57,Rangabali
1/1/2019,Violence against civilians,10,37,Rangabali
1/1/2019,Riots,6,15,Saltha
1/1/2019,Riots,12,57,Sialkol
1/1/2019,Riots,12,57,Tanore
1/1/2019,Battles,6,33,Dhaka - Ramna
1/1/2019,Battles,8,44,Juri
1/1/2019,Battles,8,44,Chandina
1/1/2019,Riots,10,55,Damurhuda
1/1/2019,Riots,12,57,Godagari
1/1/2019,Battles,6,33,Shariatpur
1/1/2019,Riots,12,57,Ullahpara
1/1/2019,Riots,5,50,Tanore
1/1/2019,Riots,6,15,Dhaka
12/1/2018,Riots,10,55,Nasirnagar
12/1/2018,Battles,6,33,Sitakunda
12/1/2018,Riots,10,55,Savar
12/1/2018,Riots,10,55,Pirgachha
12/1/2018,Riots,12,57,Faridpur
12/1/2018,Riots,12,57,Gazipur
12/1/2018,Violence against civilians,10,37,Chittagong
12/1/2018,Riots,12,57,Shibganj
12/1/2018,Violence against civilians,10,37,Subarnachar
12/1/2018,Riots,12,57,Abhaynagar
12/1/2018,Riots,6,15,Brahmanbaria
12/1/2018,Riots,12,57,Brahmanbaria
12/1/2018,Violence against civilians,8,17,Brahmanbaria
12/1/2018,Riots,10,55,Banshkhali
12/1/2018,Riots,10,55,Patiya
12/1/2018,Riots,10,55,Chandina
12/1/2018,Violence against civilians,10,37,Lakshmipur
12/1/2018,Riots,5,50,Begumganj
12/1/2018,Violence against civilians,10,37,Gopalpur
12/1/2018,Riots,10,55,Satkhira
12/1/2018,Riots,10,55,Kahaloo
12/1/2018,Violence against civilians,10,37,Naldanga
12/1/2018,Violence against civilians,10,37,Lalmonirhat
12/1/2018,Riots,8,35,Balaganj
12/1/2018,Riots,10,55,Sylhet
12/1/2018,Battles,4,13,Noakhali
12/1/2018,Riots,6,15,Chandina
12/1/2018,Riots,10,55,Chauddagram
12/1/2018,Riots,10,55,Nangalkot
12/1/2018,Violence against civilians,10,37,Gazipur
12/1/2018,Riots,10,55,Cox's Bazar
12/1/2018,Violence against civilians,10,37,Mohanpur
12/1/2018,Riots,10,55,Tanore
12/1/2018,Riots,10,55,Dinajpur
12/1/2018,Violence against civilians,10,37,Shibpur
12/1/2018,Riots,12,57,Dhaka - Mirpur
12/1/2018,Riots,12,57,Dhaka - Shyampur
12/1/2018,Riots,10,55,Kawkhali
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Bagerhat
12/1/2018,Violence against civilians,10,37,Kotchandpur
12/1/2018,Riots,6,15,Mathurapur
12/1/2018,Violence against civilians,10,37,Patiya
12/1/2018,Battles,6,33,Lakshmipur
12/1/2018,Riots,10,55,Baghaichhari
12/1/2018,Violence against civilians,10,37,Sharsha
12/1/2018,Riots,12,57,Thakurgaon
12/1/2018,Riots,12,57,Sonaimuri
12/1/2018,Riots,12,57,Tanore
12/1/2018,Riots,12,57,Tanore
12/1/2018,Riots,12,57,Nandigram
12/1/2018,Violence against civilians,8,17,Dhaka - Tejgaon
12/1/2018,Riots,12,57,Maulvibazar
12/1/2018,Riots,10,55,Faridganj
12/1/2018,Violence against civilians,10,37,Sharsha
12/1/2018,Battles,6,33,Bhanga
12/1/2018,Riots,12,57,Sylhet
12/1/2018,Riots,6,15,Burichang
12/1/2018,Riots,12,57,Gangni
12/1/2018,Riots,12,57,Begumganj
12/1/2018,Riots,12,57,Gangni
12/1/2018,Violence against civilians,10,37,Ishwardi
12/1/2018,Riots,12,57,Paba
12/1/2018,Riots,12,57,Dhaka - Shahbagh
12/1/2018,Riots,10,55,Amgram
12/1/2018,Riots,12,57,Bagerhat
12/1/2018,Riots,10,55,Chunkutiya
12/1/2018,Riots,12,57,Harirampur
12/1/2018,Riots,12,57,Kishoreganj
12/1/2018,Riots,12,57,Lakshmipur
12/1/2018,Riots,12,57,Manikganj
12/1/2018,Riots,10,55,Mymensingh
12/1/2018,Riots,12,57,Sirajganj
12/1/2018,Riots,12,57,Tangail
12/1/2018,Riots,12,57,Nagarpur
12/1/2018,Riots,10,55,Ramu
12/1/2018,Riots,12,57,Kamalnagar
12/1/2018,Violence against civilians,8,17,Cox's Bazar
12/1/2018,Riots,12,57,Sitakunda
12/1/2018,Riots,12,57,Jhargaon
12/1/2018,Riots,12,57,Mohammadpur
12/1/2018,Violence against civilians,8,17,Ramu
12/1/2018,Violence against civilians,10,37,Shalikha
12/1/2018,Riots,12,57,Faridpur
12/1/2018,Riots,10,55,Dhaka - Shyampur
12/1/2018,Riots,10,55,Dhaka - Shahbagh
12/1/2018,Riots,12,57,Munshiganj
12/1/2018,Riots,10,55,Chandpur
12/1/2018,Riots,12,57,Fatullah
12/1/2018,Riots,12,57,Ghatail
12/1/2018,Riots,12,57,Gosairhat
12/1/2018,Riots,10,55,Haimchar
12/1/2018,Riots,12,57,Kashimpur
12/1/2018,Riots,10,55,Katiadi
12/1/2018,Riots,6,15,Natore
12/1/2018,Riots,10,55,Sagarkandi
12/1/2018,Riots,12,57,Narayanganj
12/1/2018,Riots,10,55,Lakshmipur
12/1/2018,Riots,12,57,Barisal
12/1/2018,Riots,12,57,Gazaria
12/1/2018,Riots,12,57,Godagari
12/1/2018,Riots,12,57,Jamalganj
12/1/2018,Riots,12,57,Paba
12/1/2018,Riots,12,57,Joypurhat
12/1/2018,Riots,12,57,Nilphamari
12/1/2018,Riots,6,15,Kulaura
12/1/2018,Riots,12,57,Palash
12/1/2018,Riots,10,55,Amgram
12/1/2018,Violence against civilians,10,37,Banaripara
12/1/2018,Violence against civilians,10,37,Chapai Nababganj
12/1/2018,Riots,12,57,Dhanbari
12/1/2018,Violence against civilians,8,17,Kuliarchar
12/1/2018,Battles,6,33,Panchhari
12/1/2018,Riots,12,57,Patkelghata
12/1/2018,Riots,12,57,Rajapur
12/1/2018,Riots,12,57,Sylhet
12/1/2018,Riots,12,57,Khulna
12/1/2018,Violence against civilians,8,17,Sherpur
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Basurhat
12/1/2018,Riots,12,57,Bhujpur
12/1/2018,Riots,12,57,Fatikchhari
12/1/2018,Riots,12,57,Hathazari
12/1/2018,Riots,10,55,Sylhet
12/1/2018,Riots,5,50,Fatikchhari
12/1/2018,Riots,12,57,Kastbhanga
12/1/2018,Riots,6,15,Gazipur
12/1/2018,Riots,6,15,Darshana
12/1/2018,Riots,12,57,Sylhet
12/1/2018,Riots,12,57,Dhaka - Jatrabari
12/1/2018,Riots,12,57,Dhaka - Shahbagh
12/1/2018,Riots,12,57,Hatibandha Malijhikanda
12/1/2018,Riots,12,57,Patuakhali
12/1/2018,Riots,12,57,Chandina
12/1/2018,Riots,12,57,Chittagong
12/1/2018,Riots,12,57,Chunarughat
12/1/2018,Riots,12,57,Titas
12/1/2018,Riots,10,55,Subarnachar
12/1/2018,Violence against civilians,10,37,Shibpur
12/1/2018,Violence against civilians,10,37,Melandaha
12/1/2018,Riots,12,57,Jhargaon
12/1/2018,Riots,12,57,Kashipur
12/1/2018,Violence against civilians,10,37,Rohanpur
12/1/2018,Riots,12,57,Madanpur
12/1/2018,Violence against civilians,10,37,Chambal
12/1/2018,Riots,12,57,Muktagachha
12/1/2018,Riots,12,57,Chatmohar
12/1/2018,Riots,6,15,Banshkhali
12/1/2018,Riots,12,57,Sitakunda
12/1/2018,Riots,12,57,Bhuapur
12/1/2018,Riots,12,57,Tangail
12/1/2018,Riots,12,57,Shaistaganj
12/1/2018,Riots,12,57,Shaistaganj
12/1/2018,Violence against civilians,10,37,Rajshahi
12/1/2018,Riots,12,57,Natore
12/1/2018,Violence against civilians,10,37,Mirukhali
12/1/2018,Riots,12,57,Barisal
12/1/2018,Battles,6,33,Chittagong
12/1/2018,Violence against civilians,10,37,Shibpur
12/1/2018,Riots,12,57,Bagerhat
12/1/2018,Riots,12,57,Rampal
12/1/2018,Riots,12,57,Mohammadpur
12/1/2018,Riots,10,55,Gaffargaon
12/1/2018,Riots,10,55,Bogra
12/1/2018,Riots,6,15,Sonatala
12/1/2018,Violence against civilians,10,37,Singra
12/1/2018,Riots,10,55,Kulaura
12/1/2018,Riots,12,57,Patarhat
12/1/2018,Riots,10,55,Saral
12/1/2018,Riots,12,57,Faridpur
12/1/2018,Riots,12,57,Naldanga
12/1/2018,Riots,12,57,Nabiganj
12/1/2018,Riots,12,57,Sreemangal
12/1/2018,Riots,12,57,Atpara
12/1/2018,Violence against civilians,10,37,Birtara
12/1/2018,Riots,12,57,Mohanpur
12/1/2018,Riots,12,57,Manikganj
12/1/2018,Violence against civilians,10,37,Sreenagar
12/1/2018,Riots,6,15,Shibpur
12/1/2018,Riots,6,15,Sakhipur
12/1/2018,Riots,12,57,Sherpur
12/1/2018,Riots,12,57,Satmatha
12/1/2018,Riots,12,57,Dhunat
12/1/2018,Riots,6,15,Baghmara
12/1/2018,Violence against civilians,10,37,Baghmara
12/1/2018,Riots,10,55,Baghmara
12/1/2018,Riots,12,57,Shibganj
12/1/2018,Riots,12,57,Chandpur
12/1/2018,Riots,12,57,Khalia
12/1/2018,Riots,12,57,Bhuapur
12/1/2018,Riots,6,15,Tangail
12/1/2018,Riots,12,57,Binodepur
12/1/2018,Riots,6,15,Shalikha
12/1/2018,Riots,12,57,Dhunat
12/1/2018,Riots,12,57,Sirajganj
12/1/2018,Riots,12,57,Dhaka - Khilgaon
12/1/2018,Violence against civilians,10,37,Dhaka - Mirpur
12/1/2018,Riots,12,57,Daganbhuiyan
12/1/2018,Riots,12,57,Barisal
12/1/2018,Violence against civilians,10,37,Gaurnadi
12/1/2018,Violence against civilians,10,37,Pirojpur
12/1/2018,Riots,10,55,Amin Bazar
12/1/2018,Riots,12,57,Kalkini
12/1/2018,Riots,10,55,Dimla
12/1/2018,Violence against civilians,15,78,Shibganj
12/1/2018,Riots,12,57,Dhaka - Shahbagh
12/1/2018,Riots,12,57,Kalkini
12/1/2018,Riots,12,57,Bagerhat
12/1/2018,Riots,12,57,Mollahat
12/1/2018,Riots,12,57,Kaliganj
12/1/2018,Riots,12,57,Nagarghata
12/1/2018,Riots,10,55,Burhanuddin
12/1/2018,Riots,12,57,Rajapur
12/1/2018,Riots,10,55,Chandpur
12/1/2018,Violence against civilians,10,37,Chittagong
12/1/2018,Riots,12,57,Ramgati
12/1/2018,Riots,10,55,Senbagh
12/1/2018,Riots,10,55,Baghaichhari
12/1/2018,Violence against civilians,10,37,Palash
12/1/2018,Riots,6,15,Meherpur
12/1/2018,Violence against civilians,10,37,Natore
12/1/2018,Riots,10,55,Madarganj
12/1/2018,Riots,6,15,Companiganj
12/1/2018,Riots,12,57,Kalihati
12/1/2018,Riots,10,55,Mahalchhari
12/1/2018,Riots,12,57,Barisal
12/1/2018,Riots,12,57,Chauddagram
12/1/2018,Violence against civilians,10,37,Gaurnadi
12/1/2018,Riots,12,57,Jamalpur
12/1/2018,Riots,12,57,Kalaroa
12/1/2018,Riots,12,57,Kapasia
12/1/2018,Riots,10,55,Lalmohan
12/1/2018,Riots,10,55,Muradnagar
12/1/2018,Riots,12,57,Patuakhali
12/1/2018,Riots,6,15,Sirajganj
12/1/2018,Riots,10,55,Sonaimuri
12/1/2018,Riots,12,57,Netrakona
12/1/2018,Riots,12,57,Bainchatki
12/1/2018,Riots,12,57,Ladhua
12/1/2018,Riots,12,57,Daulatpur
12/1/2018,Riots,12,57,Harirampur
12/1/2018,Riots,12,57,Dulhari
12/1/2018,Riots,12,57,Lalmohan
12/1/2018,Riots,12,57,Patuakhali
12/1/2018,Riots,12,57,Sitakunda
12/1/2018,Riots,12,57,Jamalpur
12/1/2018,Riots,12,57,Galachipa
12/1/2018,Riots,12,57,Lalmohan
12/1/2018,Riots,12,57,Akhaura
12/1/2018,Riots,10,55,Chandpur
12/1/2018,Violence against civilians,10,37,Chittagong
12/1/2018,Riots,12,57,Chuadanga
12/1/2018,Riots,12,57,Jhenaidah
12/1/2018,Riots,12,57,Durgapur
12/1/2018,Riots,12,57,Jhenaidah
12/1/2018,Riots,12,57,Dhaka - Paltan
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Jhalokati
12/1/2018,Riots,12,57,Satkhira
12/1/2018,Riots,12,57,Sherpur
12/1/2018,Riots,12,57,Sirajganj
12/1/2018,Violence against civilians,10,37,Barisal
12/1/2018,Violence against civilians,10,37,Savar
12/1/2018,Violence against civilians,10,37,Sarankhola
12/1/2018,Riots,10,55,Shyamnagar
12/1/2018,Riots,12,57,Dhaka - Mirpur
12/1/2018,Violence against civilians,11,47,Char Kodalia
12/1/2018,Riots,12,57,Munshiganj
12/1/2018,Battles,8,44,Baniachong
12/1/2018,Riots,12,57,Brahmanbaria
12/1/2018,Riots,12,57,Gauripur
12/1/2018,Riots,8,35,Hatiya
12/1/2018,Riots,6,15,Jhalokati
12/1/2018,Riots,12,57,Khagrachhari
12/1/2018,Riots,12,57,Monohardi
12/1/2018,Riots,10,55,Ramganj
12/1/2018,Riots,12,57,Santhia
12/1/2018,Violence against civilians,10,37,Shibganj
12/1/2018,Violence against civilians,10,37,Sonargaon
12/1/2018,Riots,12,57,Thakurgaon
12/1/2018,Violence against civilians,10,37,Dhaka
12/1/2018,Violence against civilians,10,37,Bauphal
12/1/2018,Riots,12,57,Comilla
12/1/2018,Riots,5,50,Gazipur
12/1/2018,Riots,10,55,Kaliakair
12/1/2018,Violence against civilians,10,37,Kaliganj
12/1/2018,Riots,12,57,Morrelganj
12/1/2018,Riots,12,57,Sariakandi
12/1/2018,Violence against civilians,10,37,Sialkol
12/1/2018,Riots,12,57,Singra
12/1/2018,Riots,10,55,Sylhet
12/1/2018,Riots,10,55,Tarash
12/1/2018,Violence against civilians,10,37,Dhaka
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Barisal
12/1/2018,Riots,12,57,Belabo
12/1/2018,Riots,6,15,Dhunat
12/1/2018,Riots,6,15,Faridganj
12/1/2018,Riots,12,57,Faridpur
12/1/2018,Riots,10,55,Fatikchhari
12/1/2018,Riots,10,55,Kabirhat
12/1/2018,Violence against civilians,10,37,Karimpur
12/1/2018,Riots,12,57,Narail
12/1/2018,Riots,12,57,Narsingdi
12/1/2018,Battles,6,33,Noakhali
12/1/2018,Riots,10,55,Rangabali
12/1/2018,Riots,12,57,Saturia
12/1/2018,Riots,10,55,Shahjadpur
12/1/2018,Riots,12,57,Sirajganj
12/1/2018,Riots,12,57,Thakurgaon
12/1/2018,Riots,12,57,Prail
12/1/2018,Riots,12,57,Bogra
12/1/2018,Riots,12,57,Chuadanga
12/1/2018,Riots,10,55,Comilla
12/1/2018,Riots,6,15,Faridganj
12/1/2018,Battles,6,33,Fatikchhari
12/1/2018,Violence against civilians,10,37,Ishwardi
12/1/2018,Riots,12,57,Jehala
12/1/2018,Riots,12,57,Lalpur
12/1/2018,Riots,12,57,Munshiganj
12/1/2018,Riots,12,57,Sirajganj
12/1/2018,Riots,12,57,Dhaka
12/1/2018,Riots,12,57,Dhaka - Paltan
12/1/2018,Riots,10,55,Pabna
12/1/2018,Violence against civilians,10,37,Sirajdikhan
12/1/2018,Riots,5,50,Chandpur
12/1/2018,Riots,10,55,Dhaka - Paltan
12/1/2018,Riots,5,50,Chandpur
12/1/2018,Battles,6,33,Sirajdikhan
12/1/2018,Violence against civilians,10,37,Gauripur
12/1/2018,Riots,5,50,Dhaka - Gulshan
12/1/2018,Riots,12,57,Dhaka - Paltan
12/1/2018,Riots,5,50,Bagatipara
12/1/2018,Riots,12,57,Hathazari
12/1/2018,Battles,8,44,Kalabaria
12/1/2018,Violence against civilians,10,37,Patnitala
12/1/2018,Battles,6,33,Pabna
12/1/2018,Violence against civilians,10,37,Baghmara
12/1/2018,Riots,6,15,Fatullah
12/1/2018,Riots,6,15,Sylhet
12/1/2018,Riots,12,57,Savar
12/1/2018,Battles,6,33,Baghmara
12/1/2018,Riots,10,55,Tongi
12/1/2018,Violence against civilians,10,37,Noakhali
12/1/2018,Riots,8,35,Osmaninagar
12/1/2018,Riots,10,55,Sarishabari
12/1/2018,Violence against civilians,10,37,Khulna
11/1/2018,Violence against civilians,10,37,Morrelganj
11/1/2018,Violence against civilians,10,37,Teknaf
11/1/2018,Riots,5,50,Gazipur
11/1/2018,Violence against civilians,10,37,Netrakona
11/1/2018,Violence against civilians,10,37,Lalpur
11/1/2018,Violence against civilians,10,37,Barisal
11/1/2018,Riots,10,55,Barisal
11/1/2018,Riots,10,55,Tongibari
11/1/2018,Battles,6,33,Lalpur
11/1/2018,Violence against civilians,10,37,Mehendiganj
11/1/2018,Battles,6,33,Lakhai
11/1/2018,Riots,5,50,Sarail
11/1/2018,Riots,5,50,Brahmanbaria
11/1/2018,Riots,5,50,Feni
11/1/2018,Riots,5,50,Narsingdi
11/1/2018,Riots,10,55,Chuadanga
11/1/2018,Violence against civilians,10,37,Comilla
11/1/2018,Battles,6,33,Mehendiganj
11/1/2018,Riots,5,50,Mymensingh
11/1/2018,Riots,12,57,Savar
11/1/2018,Violence against civilians,8,17,Gazipur
11/1/2018,Riots,6,15,Godagari
11/1/2018,Violence against civilians,11,47,Barisal
11/1/2018,Violence against civilians,10,37,Dhaka
11/1/2018,Violence against civilians,11,47,Comilla Dakshin
11/1/2018,Battles,5,14,Saltha
11/1/2018,Battles,6,33,Madanpur
11/1/2018,Violence against civilians,10,37,Adamdighi
11/1/2018,Battles,8,44,Ranipukur
11/1/2018,Battles,6,33,Raipura
11/1/2018,Riots,10,55,Mithapukur
11/1/2018,Riots,12,57,Sharsha
11/1/2018,Violence against civilians,8,17,Narsingdi
11/1/2018,Riots,12,57,Rajshahi
11/1/2018,Riots,12,57,Chashara
11/1/2018,Riots,6,15,Anwara
11/1/2018,Riots,5,50,Dhanbari
11/1/2018,Riots,6,15,Dhaka - Paltan
11/1/2018,Riots,10,55,Aditmari
11/1/2018,Riots,10,55,Dimla
11/1/2018,Battles,4,13,Rajbari
11/1/2018,Riots,10,55,Dhaka
11/1/2018,Violence against civilians,10,37,Langadu
11/1/2018,Riots,6,15,Jhikargachha
11/1/2018,Riots,6,15,Chittagong
11/1/2018,Violence against civilians,8,17,Jhikargachha
11/1/2018,Riots,12,57,Pirojpur
11/1/2018,Battles,8,44,Keraniganj
11/1/2018,Riots,10,55,Savar
11/1/2018,Violence against civilians,15,78,Chapai Nababganj
11/1/2018,Battles,3,12,Shibganj
11/1/2018,Battles,5,14,Bahubal
11/1/2018,Riots,10,55,Chhatak
11/1/2018,Riots,10,55,Madarganj
11/1/2018,Violence against civilians,15,78,Ukhiya
11/1/2018,Riots,10,55,Savar
11/1/2018,Battles,6,33,Bhanga
11/1/2018,Riots,5,50,Gazipur
11/1/2018,Riots,6,15,Rangpur
11/1/2018,Riots,5,50,Dhaka
11/1/2018,Battles,4,13,Sandwip
11/1/2018,Violence against civilians,10,37,Dighinala
11/1/2018,Riots,12,57,Saidabad
11/1/2018,Violence against civilians,10,37,Thakurgaon
11/1/2018,Violence against civilians,10,37,Teknaf
11/1/2018,Riots,6,15,Gazipur
10/1/2018,Riots,10,55,Dhaka - Ramna
10/1/2018,Violence against civilians,10,37,Bauphal
10/1/2018,Violence against civilians,10,37,Gazipur
10/1/2018,Riots,12,57,Aliabad
10/1/2018,Riots,12,57,Natore
10/1/2018,Riots,12,57,Jhenaidah
10/1/2018,Riots,12,57,Joypurhat
10/1/2018,Riots,12,57,Dinajpur
10/1/2018,Riots,12,57,Kurigram
10/1/2018,Riots,12,57,Rangpur
10/1/2018,Riots,12,57,Khulna
10/1/2018,Riots,12,57,Dhaka - Jatrabari
10/1/2018,Riots,12,57,Dhaka
10/1/2018,Violence against civilians,10,37,Barguna
10/1/2018,Violence against civilians,10,37,Bauphal
10/1/2018,Battles,6,33,Amuria
10/1/2018,Riots,12,57,Jessore
10/1/2018,Riots,12,57,Savar
10/1/2018,Riots,6,15,Dhaka
10/1/2018,Violence against civilians,10,37,Sreepur
10/1/2018,Violence against civilians,10,37,Sylhet
10/1/2018,Violence against civilians,11,47,Bhatranda
10/1/2018,Violence against civilians,11,47,Ghior
10/1/2018,Riots,12,57,Narayanganj
10/1/2018,Violence against civilians,10,37,Rupganj
10/1/2018,Riots,5,50,Rupganj
10/1/2018,Violence against civilians,11,47,Bochaganj
10/1/2018,Violence against civilians,10,37,Dhaka - Shahbagh
10/1/2018,Riots,12,57,Guimara
10/1/2018,Riots,6,15,Narayanganj
10/1/2018,Battles,8,44,Lakhai
10/1/2018,Violence against civilians,15,78,Shibganj
10/1/2018,Riots,6,15,Siddhirganj
10/1/2018,Violence against civilians,10,37,Joypurhat
10/1/2018,Riots,10,55,Mirpur
10/1/2018,Violence against civilians,15,78,Baliadangi
10/1/2018,Violence against civilians,10,37,Rajshahi
10/1/2018,Violence against civilians,10,37,Naniarchar
10/1/2018,Violence against civilians,10,37,Rangamati
10/1/2018,Riots,6,15,Chandpur
10/1/2018,Battles,3,12,Narsingdi
10/1/2018,Battles,3,12,Tangail
10/1/2018,Riots,6,15,Gazipur
10/1/2018,Battles,6,33,Fatikchhari
10/1/2018,Riots,5,50,Chittagong
10/1/2018,Riots,6,15,Maulvibazar
10/1/2018,Violence against civilians,10,37,Pabna
10/1/2018,Riots,12,57,Chittagong
10/1/2018,Violence against civilians,11,47,Kanaighat
10/1/2018,Riots,8,35,Sirajganj
10/1/2018,Violence against civilians,10,37,Dhaka
10/1/2018,Riots,10,55,Harinakunda
10/1/2018,Violence against civilians,10,37,Ramu
10/1/2018,Battles,8,44,Sarail
10/1/2018,Riots,12,57,Bogra
10/1/2018,Riots,10,55,Boalmari
10/1/2018,Riots,5,50,Dhaka - Shahbagh
10/1/2018,Violence against civilians,10,37,Feni
10/1/2018,Violence against civilians,10,37,Dighinala
10/1/2018,Riots,12,57,Burichang
10/1/2018,Violence against civilians,10,37,Savar
10/1/2018,Riots,5,50,Dhaka - Shahbagh
10/1/2018,Battles,6,33,Joypasha
10/1/2018,Battles,3,12,Mirsharai
10/1/2018,Battles,3,12,Chittagong
10/1/2018,Battles,8,44,Shashidharpur
10/1/2018,Riots,6,15,Madaripur
10/1/2018,Battles,6,33,Habiganj
10/1/2018,Riots,5,50,Kanchpur
10/1/2018,Riots,12,57,Bhola
10/1/2018,Riots,10,55,Charanchal Karimpur
10/1/2018,Riots,5,50,Rajshahi
10/1/2018,Riots,10,55,Chittagong
10/1/2018,Violence against civilians,10,37,Sirajganj
10/1/2018,Riots,5,50,Dhaka - Shahbagh
10/1/2018,Violence against civilians,10,37,Chittagong
10/1/2018,Riots,10,55,Savar
10/1/2018,Battles,6,33,Morrelganj
10/1/2018,Battles,3,12,Pabna
10/1/2018,Riots,6,15,Ullahpara
9/1/2018,Battles,4,13,Bara Maheskhali
9/1/2018,Riots,6,15,Dhaka
9/1/2018,Violence against civilians,10,37,Jessore
9/1/2018,Violence against civilians,10,37,Ratandi Taltali
9/1/2018,Battles,6,33,Chittagong
9/1/2018,Riots,10,55,Chittagong
9/1/2018,Riots,10,55,Gopalganj
9/1/2018,Violence against civilians,8,17,Zajira
9/1/2018,Violence against civilians,10,37,Rajshahi
9/1/2018,Violence against civilians,10,37,Dhaka - Ramna
9/1/2018,Violence against civilians,10,37,Ghatail
9/1/2018,Riots,5,50,Dhaka - Gulshan
9/1/2018,Riots,5,50,Dhaka - Tejgaon
9/1/2018,Battles,6,33,Saltha
9/1/2018,Riots,6,15,Gazipur
9/1/2018,Riots,10,55,Kazipur
9/1/2018,Riots,5,50,Wazirpur
9/1/2018,Violence against civilians,10,37,Naniarchar
9/1/2018,Violence against civilians,10,37,Barisal
9/1/2018,Battles,8,44,Gopalganj
9/1/2018,Violence against civilians,10,37,Rajshahi
9/1/2018,Violence against civilians,15,78,Kasba
9/1/2018,Battles,6,33,Ataikula
9/1/2018,Riots,12,57,Lakshmipur
9/1/2018,Riots,10,55,Chittagong
9/1/2018,Riots,10,55,Chittagong
9/1/2018,Riots,10,55,Barisal
9/1/2018,Violence against civilians,10,37,Niamatpur
9/1/2018,Riots,6,15,Sylhet
9/1/2018,Riots,10,55,Godagari
9/1/2018,Riots,12,57,Krishnanagar
9/1/2018,Violence against civilians,11,47,Bharukhali
9/1/2018,Violence against civilians,8,17,Rupganj
9/1/2018,Violence against civilians,10,37,Chittagong
9/1/2018,Riots,6,15,Narsingdi
9/1/2018,Riots,5,50,Boda
9/1/2018,Riots,12,57,Begumganj
9/1/2018,Riots,12,57,Chittagong
9/1/2018,Riots,12,57,Harashpur
9/1/2018,Riots,12,57,Nandigram
9/1/2018,Riots,10,55,Brahmanpara
9/1/2018,Riots,6,15,Narayanganj
9/1/2018,Violence against civilians,10,37,Kaliganj
9/1/2018,Riots,10,55,Chittagong
9/1/2018,Battles,8,44,Raipur
9/1/2018,Riots,12,57,Pahartali
9/1/2018,Riots,10,55,Mathbaria
9/1/2018,Violence against civilians,10,37,Jessore
9/1/2018,Riots,6,15,Bhujpur
9/1/2018,Riots,6,15,Gowainghat
9/1/2018,Violence against civilians,10,37,Jessore
9/1/2018,Riots,12,57,Chittagong
9/1/2018,Violence against civilians,10,37,Teknaf
9/1/2018,Riots,10,55,Saltha
9/1/2018,Battles,8,44,Fukura
9/1/2018,Violence against civilians,10,37,Harinakunda
9/1/2018,Battles,3,12,Rajbari
9/1/2018,Riots,6,15,Gopalpur
9/1/2018,Riots,12,57,Chittagong
9/1/2018,Riots,6,15,Chuadanga
9/1/2018,Riots,6,15,Kedarganj
9/1/2018,Riots,6,15,Charghat
9/1/2018,Riots,10,55,Shariatpur
8/1/2018,Riots,6,15,Bhola
8/1/2018,Violence against civilians,10,37,Sylhet
8/1/2018,Riots,12,57,Gaffargaon
8/1/2018,Riots,12,57,Tangail
8/1/2018,Violence against civilians,10,37,Sundarganj
8/1/2018,Riots,5,50,Sunamganj
8/1/2018,Violence against civilians,10,37,Munshiganj
8/1/2018,Violence against civilians,10,37,Pabna
8/1/2018,Riots,5,50,Rajshahi
8/1/2018,Violence against civilians,10,37,Sitakunda
8/1/2018,Violence against civilians,10,37,Sylhet
8/1/2018,Violence against civilians,10,37,Sankarpur
8/1/2018,Riots,10,55,Belabo
8/1/2018,Riots,10,55,Mithamain
8/1/2018,Battles,4,22,Damurhuda
8/1/2018,Violence against civilians,10,37,Ghoshgram
8/1/2018,Riots,10,55,Mithamain
8/1/2018,Violence against civilians,10,37,Mehendiganj
8/1/2018,Riots,10,55,Bogra
8/1/2018,Riots,10,55,Ratanpur
8/1/2018,Violence against civilians,8,17,Lama
8/1/2018,Violence against civilians,10,37,Baghaichhari
8/1/2018,Violence against civilians,10,37,Baghaichhari
8/1/2018,Riots,10,55,Narsingdi
8/1/2018,Violence against civilians,8,17,Debiganj
8/1/2018,Riots,12,57,Manirampur
8/1/2018,Riots,6,15,Chauddagram
8/1/2018,Violence against civilians,10,37,Khagrachhari
8/1/2018,Violence against civilians,10,37,Jhenaidah
8/1/2018,Violence against civilians,10,37,Savar
8/1/2018,Riots,6,15,Jamalpur
8/1/2018,Riots,5,50,Rajshahi
